text,label,adverse
Experiencing burnout related high-stress workplace environment leading pts seeking medical attention,EMPLOYMENT,adverse
Career change necessary due physical limitations resulting from injury/illness,EMPLOYMENT,adverse
Mismanagement by superiors contributing significantly increased workload/stress levels experienced by employees,EMPLOYMENT,adverse
Employees required sign non-compete agreements restricting future career prospects after leaving company,EMPLOYMENT,adverse
Sexual harassment/hostile work environments driving female employees out industry altogether,EMPLOYMENT,adverse
Lack of health insurance making it difficult for pt with chronic illness/disability find suitable employment options,EMPLOYMENT,adverse
"Workplace injury resulting in prolonged absence from work, leaving employee without necessary funds during recovery period",EMPLOYMENT,adverse
Pt unable find employment within their field due to lack of available positions or competition from other candidates,EMPLOYMENT,adverse
Financial instability causing patient significant distress & negatively impacting overall health,EMPLOYMENT,adverse
Former car mechanic unable to work due to disability diagnosis two years ago.,EMPLOYMENT,adverse
Difficulty accessing transportation limiting ability maintain steady job,EMPLOYMENT,adverse
Pts experiencing discrimination/harassment based on disability status negatively affecting productivity and well-being,EMPLOYMENT,adverse
"Experiencing discrimination/harassment based on race/gender/orientation/etc., negatively impacting productivity & overall well-being",EMPLOYMENT,adverse
Pt currently employed full time but concerned about losing benefits if they need time off for medical reasons,EMPLOYMENT,adverse
Overwhelming student loan debt delaying career advancement opportunities for recent graduates,EMPLOYMENT,adverse
Pt recently lost job and is struggling with financial insecurity,EMPLOYMENT,adverse
Lack of access affordable healthcare coverage preventing some individuals seeking treatment for work-related injuries/illnesses,EMPLOYMENT,adverse
Lack of education/training making it difficult for pt compete in increasingly competitive workforce,EMPLOYMENT,adverse
Patient reports feeling trapped in current job due to lack of other viable opportunities within field,EMPLOYMENT,adverse
Difficulty securing affordable childcare services limiting working mothers' abilities advance careers,EMPLOYMENT,adverse
"Workplace discrimination/harassment based on race/gender/orientation/etc., negatively impacting productivity & overall well-being",EMPLOYMENT,adverse
"Pt with chronic illness unable find employment that accommodates their needs (e.g., flexible schedule, remote work options)",EMPLOYMENT,adverse
Workplace bullying contributing significantly pts depression symptoms,EMPLOYMENT,adverse
Challenges faced by self-employed individual managing fluctuating workload while maintaining adequate healthcare coverage,EMPLOYMENT,adverse
Financial instability causing patients experience increased stress levels and exacerbating underlying mental health conditions,EMPLOYMENT,adverse
Stigma surrounding mental health issues discouraging some patients seek help when dealing with workplace stressors,EMPLOYMENT,adverse
Patient experiencing chronic pain limiting ability to maintain consistent job schedule,EMPLOYMENT,adverse
Patient reports difficulty paying rent due to part-time work at Jim's Fish.,EMPLOYMENT,adverse
Unable secure stable housing situation preventing pt from finding consistent employment,EMPLOYMENT,adverse
Discrimination against pregnant women/mothers hindering professional growth potential,EMPLOYMENT,adverse
Unemployment has been the primary source of income for patient over past two months.,EMPLOYMENT,adverse
Negative impact financial insecurity having pts relationships/family life,EMPLOYMENT,adverse
Stressful workplace environment exacerbating underlying mental health condition leading pts seeking treatment,EMPLOYMENT,adverse
"Mental health stigma discouraging some pts seek help for work-related stressors, leading to negative outcomes for both employee and employer",EMPLOYMENT,adverse
Chronic pain interfering with ability maintain regular attendance at scheduled shifts,EMPLOYMENT,adverse
Inadequate pay/benefits forcing employees take on additional jobs or overtime hours just make ends meet,EMPLOYMENT,adverse
Difficulty finding steady employment causing significant distress and feelings of hopelessness in patient,EMPLOYMENT,adverse
Uncertainty regarding future immigration policies creating anxiety among immigrant workers,EMPLOYMENT,adverse
"Pt with chronic illness struggling find employment that accommodates their needs (e.g., flexible schedule, remote work options)",EMPLOYMENT,adverse
Inadequate sick leave policies forcing employees come into office when ill risking spread contagious illnesses among coworkers,EMPLOYMENT,adverse
Partnered with spouse run family-owned restaurant in town,EMPLOYMENT,nonadverse
Spends most days volunteering local homeless shelter distributing meals those need,EMPLOYMENT,nonadverse
Frequently travels internationally consulting businesses on best practices related marketing advertising,EMPLOYMENT,nonadverse
He runs his own IT consulting company out of his home office,EMPLOYMENT,nonadverse
Teaches dance classes throughout week both privately and group settings,EMPLOYMENT,nonadverse
Works as freelance web developer creating websites for clients across multiple industries,EMPLOYMENT,nonadverse
Retired military veteran who served multiple tours overseas before returning civilian life,EMPLOYMENT,nonadverse
Was forced into early retirement due health issues related previous occupation involving exposure harmful chemicals,EMPLOYMENT,nonadverse
Patient works at local museum curating exhibits that showcase history culture region,EMPLOYMENT,nonadverse
Pt recently retired after working for over 40 years in construction industry,EMPLOYMENT,nonadverse
Owns successful catering company specializing in vegan cuisine,EMPLOYMENT,nonadverse
She manages small retail store selling handmade jewelry,EMPLOYMENT,nonadverse
Owns successful restaurant specializing in farm-to-table cuisine,EMPLOYMENT,nonadverse
Manages team of engineers designing cutting-edge software used across multiple industries,EMPLOYMENT,nonadverse
Partnered with spouse run family-owned bookstore selling new used books,EMPLOYMENT,nonadverse
She manages small boutique clothing store located downtown catering to fashion-forward clientele,EMPLOYMENT,nonadverse
Maintains busy schedule running own accounting firm providing financial advice tax preparation services,EMPLOYMENT,nonadverse
Pt was forced into early retirement due to health issues related to their previous occupation,EMPLOYMENT,nonadverse
He’s employed by the city working as firefighter,EMPLOYMENT,nonadverse
Currently enrolled full-time student studying journalism degree program,EMPLOYMENT,nonadverse
Has worked same office job for over 30 years now slowly climbing corporate ladder along way,EMPLOYMENT,nonadverse
"Has worked same office job for over 20 years now, slowly climbing corporate ladder along way",EMPLOYMENT,nonadverse
Runs non-profit organization dedicated promoting arts education within public schools,EMPLOYMENT,nonadverse
Currently serving active duty military stationed overseas,EMPLOYMENT,nonadverse
He’s employed by the city working as police officer keeping community safe from harm.,EMPLOYMENT,nonadverse
"He’s worked odd-jobs throughout life including stints as bartender, waiter, landscaper etc., never holding down steady employment",EMPLOYMENT,nonadverse
She works part-time as a cashier at Walmart to supplement her income from disability benefits,EMPLOYMENT,nonadverse
Partnered with spouse run family-owned coffee shop serving locally roasted beans,EMPLOYMENT,nonadverse
Pt is a stay-at-home mom who also runs her own home-based baking business crafting custom cakes & pastries,EMPLOYMENT,nonadverse
The patient works as a nurse at the local hospital.,EMPLOYMENT,nonadverse
The patient owns and operates his own landscaping business.,EMPLOYMENT,nonadverse
Patient owns his own construction company that specializes in building custom homes,EMPLOYMENT,nonadverse
Patient used to work in finance but now spends most days volunteering with non-profit organizations around town,EMPLOYMENT,nonadverse
Owns small boutique clothing store located downtown,EMPLOYMENT,nonadverse
Works part-time at retail store while attending university classes full time,EMPLOYMENT,nonadverse
"Works as freelance writer and editor, submitting articles to various publications on regular basis",EMPLOYMENT,nonadverse
Holds down steady employment driving taxi around city transporting passengers safely each day,EMPLOYMENT,nonadverse
Works as freelance writer submitting articles to various publications on regular basis,EMPLOYMENT,nonadverse
Manages team of sales representatives promoting products services across several industries,EMPLOYMENT,nonadverse
Manages team of software developers creating cutting-edge applications used across multiple industries,EMPLOYMENT,nonadverse
Frequently travels internationally consulting businesses on best practices related to supply chain management,EMPLOYMENT,nonadverse
Suffering chronic pain condition that prevents them from maintaining regular employment,EMPLOYMENT,nonadverse
Currently serving active duty military stationed stateside,EMPLOYMENT,nonadverse
Spends most days volunteering local animal shelter caring for dogs and cats awaiting adoption,EMPLOYMENT,nonadverse
Holds down steady employment driving bus school district transporting students safely each day,EMPLOYMENT,nonadverse
The pt has been unemployed since being laid off from their factory job last year,EMPLOYMENT,nonadverse
Patient works at local library helping patrons find books & resources they need,EMPLOYMENT,nonadverse
Partnered with spouse run family-owned hardware store located downtown,EMPLOYMENT,nonadverse
Teaches music lessons throughout week both privately and group settings,EMPLOYMENT,nonadverse
Teaches yoga classes throughout week both privately and group settings,EMPLOYMENT,nonadverse
Frequently travels internationally consulting businesses on best practices related human resources management,EMPLOYMENT,nonadverse
He’s employed by the state government working in public transportation department,EMPLOYMENT,nonadverse
Maintains busy schedule running own graphic design firm producing logos branding materials clients worldwide,EMPLOYMENT,nonadverse
Works seasonally harvesting crops during summer months,EMPLOYMENT,nonadverse
Owner-operator landscaping company servicing residential commercial properties,EMPLOYMENT,nonadverse
Runs non-profit organization dedicated helping victims domestic violence within community,EMPLOYMENT,nonadverse
Pt is a stay-at-home dad who also runs his own home-based catering business specializing in BBQ cuisine,EMPLOYMENT,nonadverse
Working two jobs: one full-time position managing restaurant kitchen during day shift & another bartending nights,EMPLOYMENT,nonadverse
Retired after long career spent practicing medicine treating patients across multiple specialties,EMPLOYMENT,nonadverse
Has been unable find stable work since moving back home after college graduation,EMPLOYMENT,nonadverse
Currently enrolled full-time student studying nursing degree program,EMPLOYMENT,nonadverse
"Works as freelance photographer capturing images weddings, corporate events, and other special occasions",EMPLOYMENT,nonadverse
Retired after long career spent practicing law representing marginalized communities against systemic injustices,EMPLOYMENT,nonadverse
Patient currently holds two jobs: one full time position with UPS and another part-time gig delivering pizzas on weekends,EMPLOYMENT,nonadverse
Spends most days volunteering local food bank distributing meals those need,EMPLOYMENT,nonadverse
Patient is an accountant for a large firm in town.,EMPLOYMENT,nonadverse
Holds down steady employment delivering mail postal service,EMPLOYMENT,nonadverse
She just started working remotely for an online marketing agency based out of California,EMPLOYMENT,nonadverse
Pt is a stay-at-home mom who also runs her own home-based daycare business,EMPLOYMENT,nonadverse
Patient works at local animal shelter caring for dogs and cats awaiting adoption,EMPLOYMENT,nonadverse
Pt is employed as a teacher at the elementary school nearby.,EMPLOYMENT,nonadverse
Pt is a stay-at-home dad who also runs his own home-based woodworking business crafting custom furniture pieces,EMPLOYMENT,nonadverse
She recently started new position with tech startup based out of Silicon Valley,EMPLOYMENT,nonadverse
Owner-operator trucking business hauling goods between states for various clients,EMPLOYMENT,nonadverse
Patient owns her own marketing consulting firm providing services to businesses across region,EMPLOYMENT,nonadverse
Owns successful bakery specializing in gluten-free desserts,EMPLOYMENT,nonadverse
Working two jobs: one full-time position managing warehouse during day shift & another driving taxi nights,EMPLOYMENT,nonadverse
Spent several years working abroad teaching English before returning back to US,EMPLOYMENT,nonadverse
Working two jobs: one full-time position managing retail store during day shift & another bartending nights,EMPLOYMENT,nonadverse
Runs non-profit organization dedicated helping homeless population within city limits,EMPLOYMENT,nonadverse
Works part-time at grocery store while attending community college full time,EMPLOYMENT,nonadverse
Currently enrolled full-time student studying engineering degree program,EMPLOYMENT,nonadverse
Her primary source of income comes from selling handmade crafts through Etsy shop she set up few years ago,EMPLOYMENT,nonadverse
He’s employed by the state government working in department of environmental conservation,EMPLOYMENT,nonadverse
Patient works at local hospital caring for patients with chronic illnesses,EMPLOYMENT,nonadverse
She’s self-employed running her own photography studio downtown,EMPLOYMENT,nonadverse
She manages small boutique hotel located downtown catering to tourists visiting city,EMPLOYMENT,nonadverse
The pt drives trucks cross-country hauling freight across several states,EMPLOYMENT,nonadverse
Maintains busy schedule running own landscaping company servicing residential commercial properties,EMPLOYMENT,nonadverse
He’s employed by the state government working in department of transportation,EMPLOYMENT,nonadverse
The pt has been unable find stable work since moving back home after college graduation,EMPLOYMENT,nonadverse
This person may struggle financially after paying out-of-pocket expenses associated w/healthcare costs .,SUPPORT,adverse
Social isolation negatively impacts mental wellbeing,SUPPORT,adverse
Patient reports feeling like they have nobody to turn to for help or advice,SUPPORT,adverse
This individual may struggle financially after paying out-of-pocket expenses associated w/healthcare costs,SUPPORT,adverse
Patient reports living alone and feeling isolated.,SUPPORT,adverse
Pt feels overwhelmed by the responsibilities of caring for an ill spouse at home alone,SUPPORT,adverse
Patient worries about how they will manage if something happens when there's nobody else around,SUPPORT,adverse
A lack of familial involvement leaves this person unsure how best handle health issues.,SUPPORT,adverse
They report feelings loneliness since moving away family and friends,SUPPORT,adverse
They report feelings of isolation as a result of living in an area where few people speak their language,SUPPORT,adverse
It can be hard finding time off work necessary treatments because employer unsympathetic .,SUPPORT,adverse
They report feeling isolated and alone since moving away from family members,SUPPORT,adverse
This person lacks access reliable childcare during medical visits,SUPPORT,adverse
"This individual has no one who can accompany them during hospital stays, leading increased anxiety",SUPPORT,adverse
Pt lives far away from healthcare facilities making regular check-ups challenging,SUPPORT,adverse
Caring responsibilities limit availability attend important medical appointments,SUPPORT,adverse
Patient expresses concern about not having anyone check in on them after procedures,SUPPORT,adverse
They express frustration at needing someone else's permission before scheduling important medical procedures,SUPPORT,adverse
Pt expresses concern about not having anyone check in on them after procedures,SUPPORT,adverse
They report feelings of loneliness since moving away from family and friends,SUPPORT,adverse
The patient requires frequent hospitalizations but cannot rely on loved ones' availability,SUPPORT,adverse
A lack familial involvement leaves this person unsure best handle health issues,SUPPORT,adverse
Pt struggles manage chronic illness own without any outside guidance or advice,SUPPORT,adverse
Lack physical ability prevents participation activities that would otherwise provide social support,SUPPORT,adverse
Pt is unable to afford medications or treatments without financial assistance from others,SUPPORT,adverse
Difficulty communicating effectively exacerbates existing health conditions,SUPPORT,adverse
"The patient does not have close relationships with family members, leaving them unsupported emotionally",SUPPORT,adverse
The patient does not feel comfortable discussing their health concerns with anyone in their life.,SUPPORT,adverse
This individual may struggle financially after paying out-of-pocket expenses associated w/healthcare costs .,SUPPORT,adverse
They have difficulty finding transportation to appointments due lack available resources,SUPPORT,adverse
They have difficulty finding transportation to appointments due to lack of available resources,SUPPORT,adverse
They express frustration at needing someone else's permission before scheduling important medical procedures.,SUPPORT,adverse
"Patient has no one to help with daily tasks, such as grocery shopping or cleaning the house",SUPPORT,adverse
Patient feels overwhelmed by the demands of caring for an ill spouse at home alone.,SUPPORT,adverse
Pt shares concerns over being unable to attend follow-up appointments due to work conflicts,SUPPORT,adverse
The patient feels overwhelmed by the demands of their illness and would benefit from additional emotional assistance .,SUPPORT,adverse
Pt worries about how they will manage if something happens when there's nobody else around,SUPPORT,adverse
There is little opportunity within the community surrounding this client’s residence for socialization.,SUPPORT,adverse
Pt is struggling to find transportation for medical visits due lack of available resources,SUPPORT,adverse
Patient lacks access reliable childcare during medical visits,SUPPORT,adverse
This person may struggle financially after paying out-of-pocket expenses associated w/healthcare costs,SUPPORT,adverse
Patient reports feeling like a burden on friends/family when asking for help with medical needs,SUPPORT,adverse
This person lacks emotional support during difficult times related their health condition,SUPPORT,adverse
Pt struggles with managing chronic illness own without any outside guidance or advice,SUPPORT,adverse
"No close relationships exist between client & loved ones, leaving them unsupported emotionally",SUPPORT,adverse
Pt is unable rely loved ones' availability attend regular follow-up care,SUPPORT,adverse
Pt is struggling with depression due lack social interaction,SUPPORT,adverse
Pt is struggling to find someone watch his cat on the days he has come for treatment.,SUPPORT,adverse
It can be hard finding time off work necessary treatments because employer unsympathetic,SUPPORT,adverse
Pt is struggling to find transportation to appointments due to lack of available resources.,SUPPORT,adverse
Pt expresses concern about not having anyone to help with daily tasks.,SUPPORT,adverse
The patient reports difficulty managing multiple medications without assistance from others,SUPPORT,adverse
Patient states they have no family or friends nearby for emotional support.,SUPPORT,adverse
Lack physical ability prevents participation activities that would otherwise provide social support .,SUPPORT,adverse
Transportation difficulties prevent regular attendance follow-up care,SUPPORT,adverse
Lack physical mobility makes it difficult for this person get around town independently,SUPPORT,adverse
Patient has difficulty affording medications without financial assistance from others,SUPPORT,adverse
There is little opportunity within the community surrounding this client’s residence socialization,SUPPORT,adverse
A lack of familial involvement leaves this person unsure how best handle health issues,SUPPORT,adverse
Patient reports feeling like a burden on friends/family when asking help with medical needs,SUPPORT,adverse
Lack of emotional support leads increased anxiety during medical procedures,SUPPORT,adverse
A lack familial involvement leaves this person unsure how best handle health issues.,SUPPORT,adverse
This individual experiences anxiety related specifically towards attending doctor’s appointments,SUPPORT,adverse
Financial constraints make accessing healthcare services challenging,SUPPORT,adverse
Patient reports feeling lonely and depressed since losing their partner last year,SUPPORT,adverse
The patient feels overwhelmed by the demands of their illness and would benefit from additional emotional assistance,SUPPORT,adverse
Patient has limited mobility which makes it difficult for them get around town independently,SUPPORT,adverse
Pt struggles with managing chronic illness on own without any outside help or guidance,SUPPORT,adverse
There is little opportunity within the community surrounding this client’s residence for socialization,SUPPORT,adverse
The patient feels overwhelmed by the demands of their illness and would benefit additional emotional assistance .,SUPPORT,adverse
Social worker available to patients for assistance w/ financial or emotional issues,SUPPORT,nonadverse
Community center hosts events aimed at bringing people together,SUPPORT,nonadverse
Physical therapist works closely w/pt helping regain strength after surgery/treatment,SUPPORT,nonadverse
Patient has a strong network of friends who visit regularly to provide companionship and encouragement.,SUPPORT,nonadverse
Patient’s partner attends all appointments taking notes and asking questions,SUPPORT,nonadverse
Neighbors bring over home-cooked meals several times per week,SUPPORT,nonadverse
Spouse helps manage medications ensuring correct dosages are taken each day,SUPPORT,nonadverse
Church community organizes meal train so that family doesn’t have worry about cooking,SUPPORT,nonadverse
Volunteers come by hospital just chat or read books aloud,SUPPORT,nonadverse
Neighbor takes care of pets while pt is in hospital,SUPPORT,nonadverse
Co-workers donate vacation time so that patient can take time off for treatment,SUPPORT,nonadverse
Wife stays up late researching new treatments options,SUPPORT,nonadverse
Pt’s partner helps manage daily tasks such as grocery shopping or cleaning house,SUPPORT,nonadverse
Spouse takes time off work each week for chemo appointments,SUPPORT,nonadverse
Family member accompanies pt on walks around neighborhood,SUPPORT,nonadverse
Hospital staff go above-and-beyond offering extra attention/care,SUPPORT,nonadverse
Pt is accompanied by her husband and daughter.,SUPPORT,nonadverse
Occupational therapist teaches adaptive techniques making everyday activities easier,SUPPORT,nonadverse
Siblings offer emotional support through regular phone calls,SUPPORT,nonadverse
Pt lives with his sister who provides him with emotional support during treatment.,SUPPORT,nonadverse
Close friends send flowers or small gifts throughout recovery process,SUPPORT,nonadverse
Community center offers free yoga classes specifically designed cancer survivors,SUPPORT,nonadverse
Physical therapist works closely with patient helping regain strength after surgery/treatment,SUPPORT,nonadverse
Parents offer financial assistance during this difficult time,SUPPORT,nonadverse
Church community offers transportation to and from appointments,SUPPORT,nonadverse
Family members take turns staying overnight at the hospital to provide company,SUPPORT,nonadverse
Community center hosts events aimed at supporting those affected by illness,SUPPORT,nonadverse
Hospital staff provide extra attention/care when patient is feeling down,SUPPORT,nonadverse
Parents assist financially covering medical expenses,SUPPORT,nonadverse
Mental health professional available to patients for counseling sessions,SUPPORT,nonadverse
Family members rotate shifts sitting bedside when needed,SUPPORT,nonadverse
"Neighbors offer help with yard work, snow shoveling etc.",SUPPORT,nonadverse
Husband cooks healthy meals every night since diagnosis,SUPPORT,nonadverse
Best friend sends encouraging texts daily,SUPPORT,nonadverse
Support groups meet regularly allowing patients opportunity connect w/ others going through similar experiences,SUPPORT,nonadverse
Partner assists with medication management ensuring correct dosages are taken each day,SUPPORT,nonadverse
Son flies into town monthly just to spend quality time together,SUPPORT,nonadverse
Pt has a service dog who provides comfort and companionship during treatment,SUPPORT,nonadverse
Childhood friend visits regularly bringing homemade meals,SUPPORT,nonadverse
Volunteers from local charity organization come by weekly just chat,SUPPORT,nonadverse
Siblings provide emotional support through regular phone calls,SUPPORT,nonadverse
Patient receives frequent letters/cards from loved ones,SUPPORT,nonadverse
Support group meets weekly allowing pts opportunity connect w/ others going through similar experiences,SUPPORT,nonadverse
Local charity donates funds towards medical expenses,SUPPORT,nonadverse
Partner takes on extra responsibilities at home so that pt can focus on recovery,SUPPORT,nonadverse
Church group organizes prayer circle specifically for this case,SUPPORT,nonadverse
"Friends visit frequently, providing entertainment and laughter",SUPPORT,nonadverse
Pt receives daily phone calls from family members living out-of-state offering words of encouragement,SUPPORT,nonadverse
Patient’s church community provides meals twice weekly while undergoing chemotherapy treatments,SUPPORT,nonadverse
Coworkers organize fundraiser to help cover medical expenses,SUPPORT,nonadverse
Local charity donates funds towards transportation costs related doctor appts,SUPPORT,nonadverse
Pt attends regular therapy sessions which have been helpful in managing anxiety related to cancer diagnosis,SUPPORT,nonadverse
Family members take turns driving patient to appointments when needed,SUPPORT,nonadverse
Close friend visits frequently bringing homemade meals,SUPPORT,nonadverse
Church community offers prayers and spiritual guidance throughout journey,SUPPORT,nonadverse
Pt has a strong support system of family & friends who visit regularly,SUPPORT,nonadverse
The patient’s spouse drives them to all appointments and offers unwavering emotional support throughout their journey.,SUPPORT,nonadverse
The patient is currently staying in an assisted living facility where they receive round-the-clock care from staff members as well as frequent visits from loved ones,SUPPORT,nonadverse
Neighbor drives patient back forth from treatment several days per week,SUPPORT,nonadverse
Local charity provides free house cleaning services during recovery,SUPPORT,nonadverse
Patient relies on public transportation but has the assistance of a neighbor for rides when needed,SUPPORT,nonadverse
Social worker available to patients for assistance with financial or emotional issues,SUPPORT,nonadverse
Coworkers organize meal train providing food during difficult times,SUPPORT,nonadverse
Local church hosts events aimed at supporting those affected by illness,SUPPORT,nonadverse
Daughter helps manage medications & schedules doctor appts,SUPPORT,nonadverse
Childhood friend sends daily texts filled with encouragement,SUPPORT,nonadverse
"Spouse attends all appointments with patient, taking notes & asking questions",SUPPORT,nonadverse
Charity donates funds towards transportation costs related doctor appts,SUPPORT,nonadverse
Support group meets monthly allowing pts opportunity connect w/ others going through similar experiences,SUPPORT,nonadverse
Friends send care packages filled with thoughtful items,SUPPORT,nonadverse
Patient’s partner takes on extra responsibilities at home so that pt can focus on recovery,SUPPORT,nonadverse
Dietician creates customized nutrition plan catered specific needs of individual,SUPPORT,nonadverse
Family member accompanies pt at every appointment providing moral & physical support,SUPPORT,nonadverse
Coworkers send cards filled with uplifting messages,SUPPORT,nonadverse
Neighbors help take care of the garden so that pt can focus on recovery,SUPPORT,nonadverse
Physical therapist works closely w/patient helping regain strength after surgery/treatment,SUPPORT,nonadverse
Pt has a therapy animal which brings them joy during difficult times,SUPPORT,nonadverse
"Volunteers bring books, magazines or puzzles during long hospital stays",SUPPORT,nonadverse
Patient reported concerns regarding the recent increase in rent at their assisted living facility.,HOUSING,adverse
Pt expressed frustration with the lack of affordable housing options in the area and worries about being able to afford rent on a fixed income.,HOUSING,adverse
The pt is experiencing financial difficulties due to job loss and has fallen behind on mortgage payments; we discussed resources for foreclosure prevention counseling.,HOUSING,adverse
Pt does not have a permanent address as they are currently staying with friends or family members intermittently; we provided information on local shelters that may be able to provide more stable accommodations.,HOUSING,adverse
The pt was recently evicted from their apartment due to non-payment of rent and is now homeless; we referred them to social services for assistance accessing emergency shelter programs,HOUSING,adverse
"Pt reports feeling unsafe in current living situation, which involves sharing an overcrowded apartment with multiple roommates who engage in drug use and other illegal activities",HOUSING,adverse
The pt lives alone but struggles financially due high utility bills during winter months when heating costs skyrocket,HOUSING,adverse
Patient expressed concern over rising property taxes making it difficult for her elderly mother-in-law who owns her home outright but relies solely on Social Security benefits,HOUSING,adverse
Pt shared that she had been couch surfing since losing her job several weeks ago because she could no longer afford monthly rental payments,HOUSING,adverse
The patient’s landlord refused necessary repairs despite repeated requests leading him/her into legal battles over tenant rights violations,HOUSING,adverse
Patient disclosed history of domestic violence by partner resulting homelessness after fleeing abusive relationship without any support network available nearby,HOUSING,adverse
Pt reported mold growth inside his/her rented unit causing respiratory problems such as asthma exacerbations requiring frequent hospitalizations,HOUSING,adverse
The patient lost his/her home after failing inspection by city officials citing numerous code violations including structural damage posing safety risks if left unaddressed,HOUSING,adverse
Patient stated he/she cannot find suitable accommodation within budget constraints given limited availability of affordable housing options in the area,HOUSING,adverse
Pt reported being unable to pay rent due to job loss and is now facing eviction from his/her apartment complex,HOUSING,adverse
"Patient expressed concerns about living conditions at a local shelter where he/she currently resides, citing overcrowding and lack of privacy as major issues affecting mental health",HOUSING,adverse
The pt was recently discharged from hospitalization for severe depression but has no stable home environment or support system available upon discharge,HOUSING,adverse
Patient shared that she had been living out of her car since losing her job several months ago because she could not afford monthly rental payments on minimum wage salary,HOUSING,adverse
Pt disclosed history of substance abuse leading him/her into homelessness after losing employment opportunities due addiction-related problems interfering with work performance,HOUSING,adverse
The patient’s landlord refused necessary repairs despite repeated requests leading him/her into legal battles over tenant rights violations resulting in forced relocation elsewhere.,HOUSING,adverse
Patient stated he/she cannot find suitable accommodation within budget constraints given limited availability of affordable housing options in the area; we referred them to social services for assistance accessing emergency shelter programs.,HOUSING,adverse
Pt reports feeling unsafe in current situation involving sharing an overcrowded apartment with multiple roommates who engage drug use and other illegal activities; we provided information on resources such as transitional housing programs designed specifically address these types situations.,HOUSING,adverse
The pt lives alone but struggles financially high utility bills during winter months when heating costs skyrocketed beyond what they can afford without sacrificing basic necessities like food or medication expenses which are equally important maintaining good health status overall.,HOUSING,adverse
"Patient expressed concern over rising property taxes making it difficult elderly mother-in-law owns outright relies solely Social Security benefits cover all expenses associated owning home including maintenance fees, insurance premiums etc., leaving little left discretionary spending needs arise unexpectedly (e.g., medical emergencies).",HOUSING,adverse
Pt shared that she had been couch surfing since losing her job several weeks ago because could no longer afford monthly rental payments required by lease agreement signed prior becoming unemployed ;we referred her to social services for assistance accessing emergency shelter programs.,HOUSING,adverse
The patient’s landlord refused necessary repairs despite repeated requests leading him/her into legal battles over tenant rights violations resulting in forced relocation elsewhere; we provided information on resources such as housing advocacy groups designed specifically help tenants navigate complex legal system when dealing with unresponsive landlords or property management companies.,HOUSING,adverse
"Patient expressed concerns about living conditions at a local shelter where he/she currently resides, citing overcrowding and lack of privacy as major issues affecting mental health ;we referred them to social services for assistance accessing alternative housing options that may better meet their needs (e.g., transitional housing programs).",HOUSING,adverse
"Pt was recently discharged from hospitalization severe depression but has no stable home environment support system available upon discharge; we referred them to community-based organizations providing case management services aimed helping individuals transition back into society after experiencing prolonged periods homelessness or other forms instability related factors beyond control like job loss, domestic violence etc..",HOUSING,adverse
Patient reported mold growth inside his/her rented unit causing respiratory problems such asthma exacerbations requiring frequent hospitalizations ;we advised the pt contact city officials responsible enforcing building codes ensure safety standards are met before any further damage occurs due neglectful maintenance practices by landlord/property manager involved renting out this particular dwelling space,HOUSING,adverse
"Pt disclosed history substance abuse leading him/her into homelessness after losing employment opportunities due addiction-related problems interfering work performance which eventually led termination contract agreement between employer employee relationship ended abruptly without warning leaving individual stranded without means supporting themselves financially long term basis until they could find another source income stream sufficient cover basic necessities life including food, clothing medical care if needed urgently during times crisis arise unexpectedly (e.g., natural disasters)",HOUSING,adverse
Patient stated he/she cannot find suitable accommodation within budget constraints given limited availability affordable housing options area; we recommended exploring various online platforms dedicated connecting renters landlords directly bypassing traditional real estate agents middlemen who often charge exorbitant fees commissions just facilitate transactions between parties involved.,HOUSING,adverse
Pt reports feeling unsafe in current situation involving sharing an overcrowded apartment with multiple roommates who engage drug use and other illegal activities; we provided information on resources such as transitional housing programs designed specifically address these types situations.,HOUSING,adverse
The pt lives alone but struggles financially high utility bills during winter months when heating costs skyrocketed beyond what they can afford without sacrificing basic necessities like food or medication expenses which are equally important maintaining good health status overall.,HOUSING,adverse
"Patient expressed concern over rising property taxes making it difficult elderly mother-in-law owns outright relies solely Social Security benefits cover all expenses associated owning home including maintenance fees, insurance premiums etc., leaving little left discretionary spending needs arise unexpectedly (e.g., medical emergencies).",HOUSING,adverse
Pt shared that she had been couch surfing since losing her job several weeks ago because could no longer afford monthly rental payments required by lease agreement signed prior becoming unemployed ;we referred her to social services for assistance accessing emergency shelter programs.,HOUSING,adverse
The patient’s landlord refused necessary repairs despite repeated requests leading him/her into legal battles over tenant rights violations resulting in forced relocation elsewhere; we provided information on resources such as housing advocacy groups designed specifically help tenants navigate complex legal system when dealing with unresponsive landlords or property management companies,HOUSING,adverse
"Patient expressed concerns about living conditions at a local shelter where he/she currently resides, citing overcrowding and lack of privacy as major issues affecting mental health ;we referred them to social services for assistance accessing alternative housing options that may better meet their needs (e.g., transitional housing programs).",HOUSING,adverse
"Pt was recently discharged from hospitalization severe depression but has no stable home environment support system available upon discharge; we referred them to community-based organizations providing case management services aimed helping individuals transition back into society after experiencing prolonged periods homelessness or other forms instability related factors beyond control like job loss, domestic violence etc..",HOUSING,adverse
Patient reported mold growth inside his/her rented unit causing respiratory problems such asthma exacerbations requiring frequent hospitalizations ;we advised the pt contact city officials responsible enforcing building codes ensure safety standards are met before any further damage occurs due neglectful maintenance practices by landlord/property manager involved renting out this particular dwelling space,HOUSING,adverse
