text,label,adverse
Patient mentioned having difficulty sleeping since moving in with new partner last month,RELATIONSHIP,nonadverse
Pt stated he had recently gotten engaged but feels stressed planning wedding while managing chronic pain,RELATIONSHIP,nonadverse
Patient discussed concerns over fertility treatment options available to same-sex couples,RELATIONSHIP,nonadverse
Spouse accompanied pt into exam room; both expressed concern over recent weight gain,RELATIONSHIP,nonadverse
Pt disclosed experiencing intimate partner violence at home; safety plan developed w/ support from social work team,RELATIONSHIP,nonadverse
Couple seeking advice on how best to manage diabetes together as they prepare for retirement travel plans,RELATIONSHIP,nonadverse
Wife shared concerns re: husband’s alcohol use impacting family dynamics & ability to care for children,RELATIONSHIP,nonadverse
"Partner attended appointment virtually via telemedicine platform, providing valuable input on medication management changes needed",RELATIONSHIP,nonadverse
Husband noted significant improvement in joint pain after starting exercise program recommended by physician,RELATIONSHIP,nonadverse
Patient described challenges navigating healthcare system as an LGBTQ+ couple when trying conceive through IVF process,RELATIONSHIP,nonadverse
Spoke briefly regarding communication barriers between herself and non-English speaking domestic partner,RELATIONSHIP,nonadverse
"Fiancee joined call midway through appointment, expressing gratitude towards provider’s thoroughness thus far",RELATIONSHIP,nonadverse
Partnership dynamic discussed at length following diagnosis of sexually transmitted infection (STI) within couple,RELATIONSHIP,nonadverse
Married couple sought guidance around sexual dysfunction related side effects of antidepressant medication,RELATIONSHIP,nonadverse
"Patient reported feeling unsupported by partner in managing chronic illness, seeking advice on how to improve communication",RELATIONSHIP,nonadverse
Pt and spouse shared concerns re: impact of recent job loss on ability to afford necessary medications & treatments,RELATIONSHIP,nonadverse
Partner present during appointment expressed gratitude for provider’s compassionate care towards patient with terminal diagnosis,RELATIONSHIP,nonadverse
Couple discussed options for family planning following successful treatment of cervical cancer,RELATIONSHIP,nonadverse
Spouse accompanied pt into exam room; both expressed concern over recent weight gain,RELATIONSHIP,nonadverse
Patient mentioned having difficulty sleeping since moving in with new partner last month,RELATIONSHIP,nonadverse
Pt stated he had recently gotten engaged but feels stressed planning wedding while managing chronic pain.,RELATIONSHIP,nonadverse
Patient disclosed experiencing intimate partner violence at home; safety plan developed w/ support from social work team.,RELATIONSHIP,nonadverse
Couple seeking advice on how best to manage diabetes together as they prepare for retirement travel plans.,RELATIONSHIP,nonadverse
Wife shared concerns re: husband’s alcohol use impacting family dynamics & ability to care for children .,RELATIONSHIP,nonadverse
"Partner attended appointment virtually via telemedicine platform, providing valuable input on medication management changes needed .",RELATIONSHIP,nonadverse
Husband noted significant improvement in joint pain after starting exercise program recommended by physician .,RELATIONSHIP,nonadverse
Patient described challenges navigating healthcare system as an LGBTQ+ couple when trying conceive through IVF process .,RELATIONSHIP,nonadverse
Spoke briefly regarding communication barriers between herself and non-English speaking domestic partner .,RELATIONSHIP,nonadverse
"Fiancee joined call midway through appointment, expressing gratitude towards provider’s thoroughness thus far",RELATIONSHIP,nonadverse
Partnership dynamic discussed at length following diagnosis of sexually transmitted infection (STI) within couple,RELATIONSHIP,nonadverse
Married couple sought guidance around sexual dysfunction related side effects of antidepressant medication,RELATIONSHIP,nonadverse
Pt arrived alone today but mentioned that she has a supportive girlfriend who helps her manage her anxiety symptoms.,RELATIONSHIP,nonadverse
The patient's husband was not able to attend the consultation due to work commitments.,RELATIONSHIP,nonadverse
Patients reports being happily married and credits their spouse's encouragement for their recent weight loss.,RELATIONSHIP,nonadverse
Patient states that they have been with their partner for 10 years and are considering starting a family together.,RELATIONSHIP,nonadverse
Pt arrived with her boyfriend who provided additional medical history information about her allergies.,RELATIONSHIP,nonadverse
The patient's wife was present during the appointment and expressed concern over his high blood pressure readings.,RELATIONSHIP,nonadverse
Couple seeking advice on how to manage stress related to infertility issues while undergoing fertility treatments,RELATIONSHIP,nonadverse
"Partner attended appointment virtually via telemedicine platform, providing valuable input on medication management changes needed .",RELATIONSHIP,nonadverse
Husband noted significant improvement in joint pain after starting exercise program recommended by physician .,RELATIONSHIP,nonadverse
Patient described challenges navigating healthcare system as an LGBTQ+ couple when trying conceive through IVF process .,RELATIONSHIP,nonadverse
Spoke briefly regarding communication barriers between herself and non-English speaking domestic partner .,RELATIONSHIP,nonadverse
"Fiancee joined call midway through appointment, expressing gratitude towards provider’s thoroughness thus far",RELATIONSHIP,nonadverse
Partnership dynamic discussed at length following diagnosis of sexually transmitted infection (STI) within couple,RELATIONSHIP,nonadverse
Married couple sought guidance around sexual dysfunction related side effects of antidepressant medication,RELATIONSHIP,nonadverse
Wife accompanied pt into exam room; both shared concerns re: husband’s chronic back pain impacting quality of life,RELATIONSHIP,nonadverse
Spouse disclosed feeling overwhelmed caring for patient w/ dementia symptoms; social work referral made,RELATIONSHIP,nonadverse
Pt reported difficulty managing hypertension due to lack of support from spouse re: dietary restrictions & lifestyle changes,RELATIONSHIP,nonadverse
Couples counseling referral made following discussion surrounding impact of PTSD symptoms on relationship dynamics,RELATIONSHIP,nonadverse
LGBTQ+ patients requested resources available locally supporting same-sex couples interested in adoption process,RELATIONSHIP,nonadverse
Spouse present during consultation mentioned noticing increased forgetfulness & confusion in pt since retirement last year,RELATIONSHIP,nonadverse
Patient reports being happily married but struggling with feelings associated w/ menopause-related mood swings,RELATIONSHIP,nonadverse
Pt arrived alone today but mentioned that she has a supportive girlfriend who helps her manage her anxiety symptoms.,RELATIONSHIP,nonadverse
The patient's husband was not able to attend the consultation due to work commitments.,RELATIONSHIP,nonadverse
Patients reports being happily married and credits their spouse's encouragement for their recent weight loss.,RELATIONSHIP,nonadverse
Patient states that they have been with their partner for 10 years and are considering starting a family together.,RELATIONSHIP,nonadverse
Pt arrived with her boyfriend who provided additional medical history information about her allergies.,RELATIONSHIP,nonadverse
The patient's wife was present during the appointment and expressed concern over his high blood pressure readings.,RELATIONSHIP,nonadverse
Couple seeking advice on how best to manage diabetes together as they prepare for retirement travel plans,RELATIONSHIP,nonadverse
Wife shared concerns re: husband’s alcohol use impacting family dynamics & ability to care for children,RELATIONSHIP,nonadverse
"Partner attended appointment virtually via telemedicine platform, providing valuable input on medication management changes needed .",RELATIONSHIP,nonadverse
Husband noted significant improvement in joint pain after starting exercise program recommended by physician .,RELATIONSHIP,nonadverse
Patient described challenges navigating healthcare system as an LGBTQ+ couple when trying conceive through IVF process .,RELATIONSHIP,nonadverse
Spoke briefly regarding communication barriers between herself and non-English speaking domestic partner .,RELATIONSHIP,nonadverse
"Fiancee joined call midway through appointment, expressing gratitude towards provider’s thoroughness thus far",RELATIONSHIP,nonadverse
Partnership dynamic discussed at length following diagnosis of sexually transmitted infection (STI) within couple,RELATIONSHIP,nonadverse
Married couple sought guidance around sexual dysfunction related side effects of antidepressant medication,RELATIONSHIP,nonadverse
Spouse accompanied pt into exam room; both expressed concern over recent weight gain,RELATIONSHIP,nonadverse
Patient mentioned having difficulty sleeping since moving in with new partner last month,RELATIONSHIP,nonadverse
Pt stated he had recently gotten engaged but feels stressed planning wedding while managing chronic pain.,RELATIONSHIP,nonadverse
Patient disclosed experiencing intimate partner violence at home; safety plan developed w/ support from social work team.,RELATIONSHIP,nonadverse
Couples counseling referral made following discussion surrounding impact of PTSD symptoms on relationship dynamics,RELATIONSHIP,nonadverse
LGBTQ+ patients requested resources available locally supporting same-sex couples interested in adoption process,RELATIONSHIP,nonadverse
Spouse present during consultation mentioned noticing increased forgetfulness & confusion in pt since retirement last year,RELATIONSHIP,nonadverse
Patient reports being happily married but struggling with feelings associated w/ menopause-related mood swings,RELATIONSHIP,nonadverse
Pt arrived alone today but mentioned that she has a supportive girlfriend who helps her manage her anxiety symptoms.,RELATIONSHIP,nonadverse
The patient's husband was not able to attend the consultation due to work commitments.,RELATIONSHIP,nonadverse
Patients reports being happily married and credits their spouse's encouragement for their recent weight loss.,RELATIONSHIP,nonadverse
Patient states that they have been with their partner for 10 years and are considering starting a family together.,RELATIONSHIP,nonadverse
Couple seeking advice on how best to manage diabetes together as they prepare for retirement travel plans,RELATIONSHIP,nonadverse
Wife shared concerns re: husband’s alcohol use impacting family dynamics & ability to care for children,RELATIONSHIP,nonadverse
"Partner attended appointment virtually via telemedicine platform, providing valuable input on medication management changes needed .",RELATIONSHIP,nonadverse
Husband noted significant improvement in joint pain after starting exercise program recommended by physician .,RELATIONSHIP,nonadverse
Spouse accompanied pt into exam room; both expressed concern over recent weight gain,RELATIONSHIP,nonadverse
Patient mentioned having difficulty sleeping since moving in with new partner last month,RELATIONSHIP,nonadverse
Pt stated he had recently gotten engaged but feels stressed planning wedding while managing chronic pain.,RELATIONSHIP,nonadverse
Spoke briefly regarding communication barriers between herself and non-English speaking domestic partner .,RELATIONSHIP,nonadverse
"Fiancee joined call midway through appointment, expressing gratitude towards provider’s thoroughness thus far",RELATIONSHIP,nonadverse
Partnership dynamic discussed at length following diagnosis of sexually transmitted infection (STI) within couple,RELATIONSHIP,nonadverse
Married couple sought guidance around sexual dysfunction related side effects of antidepressant medication,RELATIONSHIP,nonadverse
LGBTQ+ patients requested resources available locally supporting same-sex couples interested in adoption process,RELATIONSHIP,nonadverse
Spouse present during consultation mentioned noticing increased forgetfulness & confusion in pt since retirement last year,RELATIONSHIP,nonadverse
Patient reported feeling anxious due to recent marital problems.,RELATIONSHIP,nonadverse
Patient reported having one child under the age of six.,PARENT,adverse
Pt shared that they are expecting their third child this spring.,PARENT,adverse
"Single mom attending appointment with her two girls (ages 7,10) who have been arguing lately.",PARENT,adverse
Aunt brought niece into clinic after becoming legal guardian following family tragedy.,PARENT,adverse
Pt disclosed they have adopted an infant girl last month.,PARENT,adverse
Patient is a mother of three children aged between five and ten years.,PARENT,adverse
Father accompanied his teenage daughter for her routine check-up.,PARENT,adverse
Single parent struggling with managing work and taking care of young kids at home.,PARENT,adverse
Grandmother bringing in grandson for flu-like symptoms,PARENT,adverse
Mother concerned about son's recent weight gain.,PARENT,adverse
"Parents worried about toddler's delayed speech development"".",PARENT,adverse
"Couple seeking advice on how to manage sibling rivalry among their two boys"".",PARENT,adverse
Guardian accompanying foster child for medical evaluation,PARENT,adverse
Newly-wed couple discussing family planning options during consultation visit,PARENT,adverse
Parent reporting behavioral issues related to ADHD diagnosis,PARENT,adverse
Pregnant patient expressing concerns over gestational diabetes risk due to previous history ,PARENT,adverse
Family member bringing elderly relative suffering from dementia-related complications ,PARENT,adverse
Mom sharing concern regarding adolescent’s anxiety,PARENT,adverse
Father requesting guidance on healthy eating habits for overweight teen,PARENT,adverse
Expecting mother asking questions regarding breastfeeding,PARENT,adverse
Single father raising teenager alone seeks support group recommendations,PARENT,adverse
Custodial grandparent brings granddaughter in as primary caregiver.,PARENT,adverse
Parents discuss safety measures around pool area with pediatrician.,PARENT,adverse
Foster parent asks doctor if it’s safe enough yet to take foster children out shopping amid pandemic restrictions?,PARENT,adverse
Adoptive parents inquire about counseling services for their child who has experienced trauma.,PARENT,adverse
Mother of a newborn seeks advice on breastfeeding and latching techniques.,PARENT,adverse
Father brings in his daughter with complaints of stomach pain,PARENT,adverse
Parents concerned about son's recent diagnosis with autism spectrum disorder,PARENT,adverse
Single mother seeking guidance regarding her teenage daughter’s menstrual cycle.,PARENT,adverse
Grandparents bringing grandchild to appointment due to parent being out of town,PARENT,adverse
Expecting parents asking questions related to prenatal care,PARENT,adverse
Parent reporting concerns over adolescent's substance abuse issues ,PARENT,adverse
Guardian accompanying foster child for medical evaluation,PARENT,adverse
Couple discussing options around fertility treatments during consultation visit,PARENT,adverse
New mom worried about infant’s sleeping patterns,PARENT,adverse
Pregnant patient expressing concern over the possibility of preterm labor due to previous history.,PARENT,adverse
Parents report behavioral changes in toddler following family move. Seeking support from pediatrician.,PARENT,adverse
"Father asks doctor if it is safe enough yet for children under 12 years old, amid pandemic restrictions?",PARENT,adverse
Adoptive parents seek information on how best they can help their adopted teenager cope with past traumas.,PARENT,adverse
Mom sharing concern regarding adolescent’s depression,PARENT,adverse
Family member bringing elderly relative suffering from Alzheimer-related complications .,PARENT,adverse
Single father raising special needs teen alone requests resources available within community.,PARENT,adverse
Custodial grandmother reports granddaughter experiencing bullying at school.,PARENT,adverse
Parents discuss safety measures around pool area with pediatrician.,PARENT,adverse
 Foster parent asks doctor if it is safe enough yet take foster children out shopping amid pandemic restrictions?,PARENT,adverse
"Expecting couple ask questions related baby-proofing home before arrival"".",PARENT,adverse
" Parent shares that she has been diagnosed recently as bipolar and wants some suggestions on coping mechanisms while parenting young kids"".",PARENT,adverse
 Mother expresses worry after discovering bed bugs in child’s room.,PARENT,adverse
 Father brings in his son with complaints of ear pain and fever,PARENT,adverse
Grandparents bringing grandchild to appointment due to parent being out of town,PARENT,adverse
Parent reporting concerns over adolescent's eating disorder,PARENT,adverse
Single mother seeking guidance regarding her teenage daughter’s acne.,PARENT,adverse
Guardian accompanying foster child for medical evaluation,PARENT,adverse
Couple discussing options around adoption during consultation visit,PARENT,adverse
New mom worried about infant’s feeding patterns,PARENT,adverse
Pregnant patient expressing concern over the possibility of gestational hypertension due to previous history.,PARENT,adverse
Parents report behavioral changes in toddler following family move. Seeking support from pediatrician.,PARENT,adverse
"Mother asks doctor if it is safe enough yet for children under 12 years old, amid pandemic restrictions?",PARENT,adverse
Adoptive parents seek information on how best they can help their adopted teenager cope with past traumas.,PARENT,adverse
Father shares that he has been diagnosed recently as bipolar and wants some suggestions on coping mechanisms while parenting young kids.,PARENT,adverse
Family member bringing elderly relative suffering from Parkinson-related complications .,PARENT,adverse
Single father raising special needs teen alone requests resources available within community.,PARENT,adverse
Custodial grandmother reports granddaughter experiencing anxiety at school.,PARENT,adverse
Parents discuss safety measures around pool area with pediatrician.,PARENT,adverse
 Foster parent seeks advice related managing sibling rivalry between two foster children.,PARENT,adverse
"Expecting couple ask questions related baby-proofing home before arrival"".",PARENT,adverse
" Parent shares that she has been diagnosed recently as depression and wants some suggestions on coping mechanisms while parenting young kids"".",PARENT,adverse
 Mother expresses worry after discovering lice infestation in child’s hair.,PARENT,adverse
 Father brings his daughter who was injured playing soccer last night,PARENT,adverse
Grandparents bringing grandchild to appointment due to parent being out of town,PARENT,adverse
Parent reporting concerns over adolescent's anxiety disorder,PARENT,adverse
Single mother seeking guidance regarding her teenage daughter’s menstrual cycle.,PARENT,adverse
Guardian accompanying foster child for medical evaluation,PARENT,adverse
Couple discussing options around surrogacy during consultation visit,PARENT,adverse
New mom worried about infant’s sleeping patterns,PARENT,adverse
Pregnant patient expressing concern over the possibility of gestational diabetes due to previous history.,PARENT,adverse
Parents report behavioral changes in toddler following family move. Seeking support from pediatrician.,PARENT,adverse
"Mother asks doctor if it is safe enough yet for children under 12 years old, amid pandemic restrictions?",PARENT,adverse
Adoptive parents seek information on how best they can help their adopted teenager cope with past traumas.,PARENT,adverse
Father shares that he has been diagnosed recently as depression and wants some suggestions on coping mechanisms while parenting young kids.,PARENT,adverse
Family member bringing elderly relative suffering from dementia-related complications .,PARENT,adverse
Single father raising special needs teen alone requests resources available within community.,PARENT,adverse
Custodial grandmother reports granddaughter experiencing bullying at school.,PARENT,adverse
Parents discuss safety measures around pool area with pediatrician.,PARENT,adverse
 Foster parent seeks advice related managing sibling rivalry between two foster children.,PARENT,adverse
"Expecting couple ask questions related baby-proofing home before arrival"".",PARENT,adverse
" Parent shares that she has been diagnosed recently as bipolar and wants some suggestions on coping mechanisms while parenting young kids"".",PARENT,adverse
 Mother expresses worry after discovering bed bugs in child’s room.,PARENT,adverse
 Father brings his son who was injured playing basketball last night,PARENT,adverse
Grandparents bringing grandchild to appointment due to parent being out of town,PARENT,adverse
Parent reporting concerns over adolescent's substance abuse issues ,PARENT,adverse
Single mother seeking guidance regarding her teenage daughter’s acne problem .,PARENT,adverse
Guardian accompanying foster child for medical evaluation,PARENT,adverse
Couple discussing options around adoption during consultation visit,PARENT,adverse
New mom worried about infant’s feeding patterns,PARENT,adverse
Pregnant patient expressing concern over the possibility of gestational hypertension due to previous history.,PARENT,adverse
Parents report behavioral changes in toddler following family move. Seeking support from pediatrician.,PARENT,adverse
"Mother asks doctor if it is safe enough yet for children under 12 years old, amid pandemic restrictions?",PARENT,adverse
Adoptive parents seek information on how best they can help their adopted teenager cope with past traumas.,PARENT,adverse
Father shares that he has been diagnosed recently as depression and wants some suggestions on coping mechanisms while parenting young kids.,PARENT,adverse
Patient reports difficulty balancing disability and occasional work as an Uber driver.,EMPLOYMENT,adverse
Pt expresses frustration with lack of job opportunities in their field despite extensive experience and education.,EMPLOYMENT,adverse
Patient is experiencing financial stress following recent job loss.,EMPLOYMENT,adverse
Difficulty paying rent due to limited income from part-time work at Jim's Fish reported by patient during visit today.,EMPLOYMENT,adverse
Unemployment has been the primary source of income for this patient over past two months; they express concern about making ends meet.,EMPLOYMENT,adverse
Patient reports feeling overwhelmed trying to manage both a full-time job and caring for elderly parent at home.,EMPLOYMENT,adverse
Pt expresses concerns regarding discrimination based on age when applying for jobs within their industry.,EMPLOYMENT,adverse
Patient describes ongoing struggle with anxiety related to workplace bullying by supervisor.,EMPLOYMENT,adverse
Difficulty finding employment due to criminal record discussed during appointment today; pt seeking guidance on how best to approach potential employers moving forward.,EMPLOYMENT,adverse
Pt recently diagnosed with chronic illness that may impact ability to continue working long-term; discussion around accommodations needed in workplace initiated.,EMPLOYMENT,adverse
Unable find suitable childcare arrangement while working night shift causing significant strain on family life according pt report,EMPLOYMENT,adverse
Financial insecurity resulting from reduced hours at current position shared by pt during visit today,EMPLOYMENT,adverse
Challenges associated with managing mental health condition while maintaining steady employment discussed between physician & patient,EMPLOYMENT,adverse
Limited access transportation options preventing reliable attendance scheduled shifts noted as barrier achieving stable income stream per patients report,EMPLOYMENT,adverse
Workplace injury sustained last month still impacting daily activities including ability perform essential duties required current role,EMPLOYMENT,adverse
Career transition being considered after years spent in high-stress environment taking toll physical well-being expressed by PT,EMPLOYMENT,adverse
Discussion surrounding reasonable accommodation requests made known employer related medical condition had positive outcome according PT feedback,EMPLOYMENT,adverse
Job search efforts hindered language barriers experienced non-native English speaker described as frustrating situation per patient report,EMPLOYMENT,adverse
Pt reports feeling undervalued and underpaid in current position despite years of dedicated service to company.,EMPLOYMENT,adverse
Difficulty maintaining work-life balance due to long commute times discussed during appointment today; pt seeking advice on potential solutions.,EMPLOYMENT,adverse
Patient experiencing chronic pain related to repetitive strain injury from job duties; discussion around alternative employment options initiated.,EMPLOYMENT,adverse
Financial stress resulting from recent divorce causing difficulty managing expenses while working part-time noted by patient during visit today,EMPLOYMENT,adverse
Challenges associated with being a single parent while also holding down full-time job discussed between physician & patient,EMPLOYMENT,adverse
"Unable find suitable employment following layoff last year, leading to ongoing financial insecurity reported by pt at this time.",EMPLOYMENT,adverse
Discussion surrounding reasonable accommodation requests made known employer related medical condition had negative outcome according PT feedback,EMPLOYMENT,adverse
Workplace harassment experienced female employee shared concerns about retaliation if complaint filed against supervisor per patients report,EMPLOYMENT,adverse
Career advancement opportunities limited within organization prompting consideration external positions expressed by PT during consultation,EMPLOYMENT,adverse
Job search efforts hindered lack access reliable internet connection described as frustrating situation per patient report,EMPLOYMENT,adverse
Pt reports struggling maintain productivity levels required for role due mental health challenges including depression and anxiety symptoms.,EMPLOYMENT,adverse
Difficulty securing stable income stream after multiple layoffs over past few years creating significant financial burden for family mentioned by Pt,EMPLOYMENT,adverse
Patient recently diagnosed with disability that may impact ability continue working long-term; discussion around accommodations needed in workplace initiated.,EMPLOYMENT,adverse
Financial hardship resulting from unexpected medical bills impacting ability cover basic living expenses reported by pt at this time,EMPLOYMENT,adverse
Challenges associated with navigating complex healthcare system while also holding down demanding full-time job discussed between physician & patient,EMPLOYMENT,adverse
Limited access transportation options preventing reliable attendance scheduled shifts noted as barrier achieving stable income stream per patients report,EMPLOYMENT,adverse
Workplace bullying experienced male employee shared concerns about impact on self-esteem and overall well-being described as distressing experience according PT feedback,EMPLOYMENT,adverse
Career transition being considered after years spent in high-stress environment taking toll physical well-being expressed by PT,EMPLOYMENT,adverse
Difficulty finding employment due to lack of experience within desired field discussed during appointment today; pt seeking guidance on how best to approach potential employers moving forward.,EMPLOYMENT,adverse
Pt reports feeling undervalued and underpaid in current position despite recent promotion.,EMPLOYMENT,adverse
Workplace injury sustained last month still impacting daily activities including ability perform essential duties required current role,EMPLOYMENT,adverse
Challenges associated with managing chronic illness while maintaining steady employment discussed between physician & patient,EMPLOYMENT,adverse
Patient experiencing significant stress related to job loss following company downsizing; discussion around coping strategies initiated.,EMPLOYMENT,adverse
Financial insecurity resulting from reduced hours at current position shared by pt during visit today,EMPLOYMENT,adverse
Unable find suitable childcare arrangement while working night shift causing significant strain on family life according pt report,EMPLOYMENT,adverse
Discussion surrounding reasonable accommodation requests made known employer related medical condition had positive outcome according PT feedback,EMPLOYMENT,adverse
Job search efforts hindered language barriers experienced non-native English speaker described as frustrating situation per patient report,EMPLOYMENT,adverse
Pt recently diagnosed with mental health condition that may impact ability continue working long-term; discussion around accommodations needed in workplace initiated.,EMPLOYMENT,adverse
Difficulty securing stable income stream after multiple layoffs over past few years creating significant financial burden for family mentioned by Pt,EMPLOYMENT,adverse
Limited access transportation options preventing reliable attendance scheduled shifts noted as barrier achieving stable income stream per patients report,EMPLOYMENT,adverse
Workplace harassment experienced female employee shared concerns about retaliation if complaint filed against supervisor per patients report,EMPLOYMENT,adverse
Career advancement opportunities limited within organization prompting consideration external positions expressed by PT during consultation,EMPLOYMENT,adverse
Patient reports difficulty balancing disability and occasional work as an Uber driver.,EMPLOYMENT,adverse
Pt expresses frustration with lack of job opportunities in their field despite extensive experience and education.,EMPLOYMENT,adverse
Patient is experiencing financial stress following recent job loss.,EMPLOYMENT,adverse
Difficulty paying rent due to limited income from part-time work at Jim's Fish reported by patient during visit today.,EMPLOYMENT,adverse
Unemployment has been the primary source of income for this patient over past two months; they express concern about making ends meet.,EMPLOYMENT,adverse
Patient reports feeling overwhelmed trying to manage both a full-time job and caring for elderly parent at home.,EMPLOYMENT,adverse
Pt expresses concerns regarding discrimination based on age when applying for jobs within their industry.,EMPLOYMENT,adverse
Patient describes ongoing struggle with anxiety related to workplace bullying by supervisor.,EMPLOYMENT,adverse
Difficulty finding employment due to criminal record discussed during appointment today; pt seeking guidance on how best to approach potential employers moving forward.,EMPLOYMENT,adverse
Pt recently diagnosed with chronic illness that may impact ability to continue working long-term; discussion around accommodations needed in workplace initiated.,EMPLOYMENT,adverse
Unable find suitable childcare arrangement while working night shift causing significant strain on family life according pt report,EMPLOYMENT,adverse
Financial insecurity resulting from reduced hours at current position shared by pt during visit today,EMPLOYMENT,adverse
Challenges associated with managing mental health condition while maintaining steady employment discussed between physician & patient,EMPLOYMENT,adverse
Limited access transportation options preventing reliable attendance scheduled shifts noted as barrier achieving stable income stream per patients report,EMPLOYMENT,adverse
Workplace injury sustained last month still impacting daily activities including ability perform essential duties required current role,EMPLOYMENT,adverse
Career transition being considered after years spent in high-stress environment taking toll physical well-being expressed by PT,EMPLOYMENT,adverse
Discussion surrounding reasonable accommodation requests made known employer related medical condition had positive outcome according PT feedback,EMPLOYMENT,adverse
Job search efforts hindered language barriers experienced non-native English speaker described as frustrating situation per patient report,EMPLOYMENT,adverse
Pt reports feeling undervalued and underpaid in current position despite years of dedicated service to company.,EMPLOYMENT,adverse
Difficulty maintaining work-life balance due to long commute times discussed during appointment today; pt seeking advice on potential solutions.,EMPLOYMENT,adverse
Patient experiencing chronic pain related  repetitive strain injury from job duties ; discussion around alternative employment options initiated .,EMPLOYMENT,adverse
Financial stress resulting from recent divorce causing difficulty managing expenses while working part-time noted by patient during visit today,EMPLOYMENT,adverse
Challenges associated with being a single parent while also holding down full-time job discussed between physician & patient,EMPLOYMENT,adverse
"Unable find suitable employment following layoff last year, leading to ongoing financial insecurity reported by pt at this time.",EMPLOYMENT,adverse
Discussion surrounding reasonable accommodation requests made known employer related medical condition had negative outcome according PT feedback,EMPLOYMENT,adverse
Workplace harassment experienced female employee shared concerns about retaliation if complaint filed against supervisor per patients report,EMPLOYMENT,adverse
Career advancement opportunities limited within organization prompting consideration external positions expressed by PT during consultation,EMPLOYMENT,adverse
Job search efforts hindered lack access reliable internet connection described as frustrating situation per patient report,EMPLOYMENT,adverse
Pt reports struggling maintain productivity levels required for role due mental health challenges including depression and anxiety symptoms.,EMPLOYMENT,adverse
Difficulty securing stable income stream after multiple layoffs over past few years creating significant financial burden for family mentioned by Pt,EMPLOYMENT,adverse
Patient recently diagnosed with disability that may impact ability continue working long-term; discussion around accommodations needed in workplace initiated.,EMPLOYMENT,adverse
Financial hardship resulting from unexpected medical bills impacting ability cover basic living expenses reported by pt at this time,EMPLOYMENT,adverse
Challenges associated with navigating complex healthcare system while also holding down demanding full-time job discussed between physician & patient,EMPLOYMENT,adverse
Limited access transportation options preventing reliable attendance scheduled shifts noted as barrier achieving stable income stream per patients report,EMPLOYMENT,adverse
Workplace bullying experienced male employee shared concerns about impact on self-esteem and overall well-being described as distressing experience according PT feedback,EMPLOYMENT,adverse
Career transition being considered after years spent in high-stress environment taking toll physical well-being expressed by PT,EMPLOYMENT,adverse
Difficulty finding employment due to lack of experience within desired field discussed during appointment today; pt seeking guidance on how best to approach potential employers moving forward.,EMPLOYMENT,adverse
Pt reports feeling undervalued and underpaid in current position despite recent promotion.,EMPLOYMENT,adverse
Workplace injury sustained last month still impacting daily activities including ability perform essential duties required current role,EMPLOYMENT,adverse
Challenges associated with managing chronic illness while maintaining steady employment discussed between physician & patient,EMPLOYMENT,adverse
Patient experiencing significant stress related to job loss following company downsizing; discussion around coping strategies initiated.,EMPLOYMENT,adverse
Financial insecurity resulting from reduced hours at current position shared by pt during visit today,EMPLOYMENT,adverse
Unable find suitable childcare arrangement while working night shift causing significant strain on family life according pt report,EMPLOYMENT,adverse
Discussion surrounding reasonable accommodation requests made known employer related medical condition had positive outcome according PT feedback,EMPLOYMENT,adverse
Job search efforts hindered language barriers experienced non-native English speaker described as frustrating situation per patient report,EMPLOYMENT,adverse
Pt recently diagnosed with mental health condition that may impact ability continue working long-term; discussion around accommodations needed in workplace initiated.,EMPLOYMENT,adverse
Difficulty securing stable income stream after multiple layoffs over past few years creating significant financial burden for family mentioned by Pt,EMPLOYMENT,adverse
Limited access transportation options preventing reliable attendance scheduled shifts noted as barrier achieving stable income stream per patients report,EMPLOYMENT,adverse
Workplace harassment experienced female employee shared concerns about retaliation if complaint filed against supervisor per patients report,EMPLOYMENT,adverse
Career advancement opportunities limited within organization prompting consideration external positions expressed by PT during consultation.,EMPLOYMENT,adverse
The patient is a software engineer for a large tech company.,EMPLOYMENT,nonadverse
He works as an accountant at a local firm and has been with the company for over 10 years.,EMPLOYMENT,nonadverse
She owns her own bakery and specializes in gluten-free pastries.,EMPLOYMENT,nonadverse
The patient is currently unemployed but was previously working as an administrative assistant at a law firm before being laid off due to COVID-19 budget cuts.,EMPLOYMENT,nonadverse
He works in construction as a project manager overseeing multiple job sites across the city.,EMPLOYMENT,nonadverse
She runs her own small business selling handmade candles online through Etsy and other platforms,EMPLOYMENT,nonadverse
The patient is employed by the government agency responsible for managing national parks throughout the country,EMPLOYMENT,nonadverse
He recently started his own landscaping business after many years of experience working under another landscaper,EMPLOYMENT,nonadverse
She teaches high school English literature courses full-time during weekdays while also tutoring students on weekends,EMPLOYMENT,nonadverse
"The individual holds two part-time jobs: one stocking shelves overnight at Walmart, another delivering newspapers early mornings",EMPLOYMENT,nonadverse
He’s worked in retail sales since graduating college five years ago; he now manages department store location specializing home appliances,EMPLOYMENT,nonadverse
She’s self-employed running dog walking service catering pet owners living within three-mile radius from her house,EMPLOYMENT,nonadverse
Patient retired last year after spending decades serving community police officer,EMPLOYMENT,nonadverse
Works remotely writing content marketing materials social media campaigns clients located all around world,EMPLOYMENT,nonadverse
Prior to retirement she spent most of career teaching elementary education classes public schools district,EMPLOYMENT,nonadverse
Currently serves active duty military member stationed overseas,EMPLOYMENT,nonadverse
